㐁	442.07 444.28
𠷎	209.41
𠷏	241.32 242.02
𠷑	487.04
𠷓	195.02
𠷙	528.26
𠷞	082.16
𠸶	180.30 428.36
𠸹	458.24
𠹀	399.15
𠹈	161.11
𠹊	302.36
𠹋	470.30
𠹑	413.24
𠹝	439.21
𠺑	413.31
𠺛	417.18
𠻚	080.43
𠻛	326.47
𠻜	375.38 500.08
𠻡	304.40
𠻤	276.37 290.38 412.09
𠽧	493.39
𠽶	387.04
𠿈	154.06 209.12
𠿊	523.02
𠿍	409.06
𠿒	483.08
𠿓	537.60
𠿕	414.46
𠿝	066.26
𠿟	467.09
𠿠	533.44
𠿡	488.40
𡀾	536.40
𡀿	367.01
𡁆	467.24
𡁋	282.38
𡁑	093.49
𡂏	539.13
𡂒	468.09
𡂕	301.39
𡂖	383.11
𡂟	300.37
𡂣	532.42
𡂩	542.39
𡃡	030.11
𡄑	227.34 443.56
𡄴	511.03
𡅡	506.42
𡅽	401.55 404.07
𡆑	231.04
𡇈	427.14
𡇓	496.17
𡇠	515.34
𡇰	294.36
𡇱	466.37
𡇶	534.18
𡇼	490.18
𡈋	105.44 283.10
𡈗	505.13
𡈣	140.24
𡈼	320.06
𡉚	035.36 178.11
𡊁	526.29
𡊄	111.18
𡊅	396.27
𡊉	485.22
𡊞	429.16
𡊻	497.12
𡋯	480.21
𡋲	306.38
𡌦	360.28
𡌪	384.41
𡌲	092.02
𡍖	389.41
𡍤	494.26
𡍦	128.04
𡍨	265.03
𡍩	511.43
𡍪	534.07
𡍫	526.12
𡍮	042.46
𡎬	308.32
𡎯	386.03
𡎰	053.49
𡎺	457.43
𡎻	129.38 130.26 138.18
𡏩	097.58
𡏮	152.37
𡏳	279.45
𡐔	104.27
𡐞	498.23
𡐠	092.21 271.16 383.30
𡐤	498.18
𡑈	273.04
𡑟	164.17
𡑠	358.24 525.34
𡑣	482.10
𡒊	363.33
𡒓	333.15
𡓐	507.12
𡔇	389.25
𡔞	312.37
𡔣	491.57 495.40
𡕏	313.41
𡕗	380.32
𡕡	452.10
𡕢	336.13 337.42
𡕬	314.11
𡕮	199.09 526.54
𡖓	222.57 332.12
𡖔	161.12
𡖯	450.36
𡖶	509.51
𡖿	307.15
𡗞	089.24
𡗥	107.17
𡗷	082.05
𡗹	398.26
𡗻	475.25
𡘌	244.05 385.28
𡘞	282.22
𡘬	032.31
𡘴	495.25
𡘷	301.43
𡘸	289.01
𡙁	311.31
𡙜	486.27
𡙳	454.51
𡙷	398.44
𡚁	376.33
𡚅	093.28
𡚊	126.16
𡚠	504.03 504.20
𡚤	351.54
𡚮	322.22
𡚼	245.29
𡚽	303.09 419.02
𡛗	351.32
𡛟	478.10
𡛷	248.04
𡜂	267.35
𡜊	101.13 323.12
𡝐	168.35
𡝡	091.25
𡝦	326.40
𡝫	226.34 227.20
𡞘	542.35
𡞞	316.28
𡞟	404.43
𡞢	529.38
𡞣	336.32
𡞦	193.14
𡟨	334.47
𡟰	115.25
𡠆	437.48
𡠖	417.06
𡠗	350.10 531.24
𡠚	471.13
𡠜	509.50
𡠼	214.06
𡡉	162.44
𡡎	264.17
𡡏	153.08
𡡐	452.27
𡡕	478.35
𡡗	293.34
𡢑	474.41
𡢕	241.36
𡢖	270.44 373.18 384.24
𡣔	331.42
𡣪	517.44
𡣫	530.03
𡣬	130.17 141.27 143.39
𡤉	105.10
𡤙	543.55
𡤫	169.45
𡤬	503.33
𡤯	056.08
𡥈	415.26
𡦄	211.23
𡦗	365.26
𡦳	415.33
𡦼	238.06
𡧋	106.09
𡧍	408.39
𡧘	523.12
𡧮	296.33
𡧯	523.13
𡧽	315.25
𡨀	168.28
𡨃	210.19
𡨢	067.01
𡨾	134.07
𡩆	159.36
𡩇	146.46
𡩡	510.51 515.60
𡩩	183.06
𡩻	328.38
𡪁	223.26
𡪄	257.21
𡪔	102.28
𡪢	328.09
𡪶	223.16
𡫀	520.28
𡫬	455.06
𡫺	208.08
𡫼	530.15
𡫽	071.15 257.12 362.52
𡬄	353.60
𡬍	241.18 270.11
𡬓	328.13
𡬖	223.15
𡬙	434.17
𡬹	301.47
𡭊	388.20
𡭐	294.18 364.28
𡭪	411.09
𡭴	511.22
𡭾	326.42
𡮞	528.69
𡯄	524.49
𡯋	123.10
𡯱	280.11
𡯵	388.44
𡰄	088.37
𡰅	482.52
𡰖	087.48 088.41
𡰝	130.20
𡰞	143.42
𡰠	043.07 130.19 421.11
𡰢	092.42
𡰥	051.20
𡰪	450.16 460.09
𡰾	053.24
𡱂	119.19 407.42
𡱏	309.15
𡱐	051.33
𡱣	259.30 363.27
𡱥	098.51
𡱺	075.10
𡱼	420.23
𡱿	517.32
𡲁	363.44
𡲃	448.02
𡲕	371.38
𡲗	476.20
𡲣	345.33
𡲬	476.18
𡳅	379.01
𡳆	069.04
𡳋	402.24
𡳠	053.25
𡳭	250.31 353.38
𡳸	521.21
𡴀	037.04
𡴆	454.30
𡴊	466.35
𡴘	317.32
𡴞	277.34
𡵙	427.28
𡵳	111.10 112.10
𡶇	472.12
𡶎	358.50
𡶒	476.27
𡶫	494.52 498.07
𡷘	499.48
𡷛	283.39
𡷝	546.28
𡷡	141.25
𡷥	460.15
𡷨	187.46
𡸂	086.11
𡸔	092.36
𡸜	524.41
𡸦	525.53
𡸨	079.28
𡹆	459.44
𡹮	335.17
𡹼	401.41
𡺛	173.38
𡺮	250.09
𡺲	394.40
𡺵	095.18
𡻚	315.07
𡻝	147.36 152.34
𡻞	471.21
𡻠	362.38
𡻡	332.01
𡻭	249.14
𡻮	267.24
𡼁	048.34
𡼄	493.40
𡼊	272.15
𡼿	482.12
𡽆	346.14
𡽐	146.19
𡽜	121.13
𡽠	307.11
𡽧	152.46
𡾅	361.51
𡾋	272.09
𡾙	507.08
𡾰	291.49 292.44
𡿔	056.06
𡿖	490.24 494.54
𡿧	100.30
𡿨	289.59
𡿪	472.37 497.13
𡿮	480.46 481.06
𡿿	530.38
𢀼	211.24
𢁁	465.25
𢁕	295.44
𢁗	401.33
𢁘	224.15
𢁥	112.04
𢁦	250.02
𢁬	300.27
𢁮	228.02
𢁼	257.22
𢁾	147.08
𢂀	476.46
𢂁	214.11
𢂃	508.25
𢂊	300.32
𢂏	381.20
𢂐	541.21
𢂑	525.40
𢂤	387.46
𢂥	378.67
𢂷	534.40 543.27
𢂹	416.12
𢂺	406.41
𢂻	392.24
𢂼	378.22
𢂿	543.14
𢃀	073.15
𢃍	047.16
𢃏	033.20
𢃐	027.37
𢃒	382.11 388.34
𢃓	240.03
𢃔	226.45
𢃕	535.32
𢃖	209.39
𢃗	331.52
𢃛	060.07
𢃤	531.08
𢃬	133.07
𢃭	240.02
𢃮	293.07
𢃳	149.18
𢃴	483.59
𢃶	459.49
𢄇	439.41
𢄋	193.04
𢄏	530.01
𢄐	029.29 343.41
𢄓	267.04
𢄔	381.04
𢄢	350.09 376.29
𢄳	310.03
𢄴	304.44
𢄶	514.57
𢄺	296.08 299.19
𢄻	284.15
𢄼	075.38
𢅉	416.14
𢅎	295.33 412.46
𢅫	376.50
𢅮	228.27
𢅯	279.04 396.45
𢅰	512.03
𢅴	434.06
𢅹	501.18
𢅼	098.45
𢆃	402.05
𢆉	328.52
𢆞	288.55
𢆶	202.41 215.43
𢆸	189.40
𢇇	127.29
𢇌	244.22
𢇓	477.21
𢇘	336.20
𢇞	331.51
𢇫	239.40
𢇷	487.30
𢈉	024.12
𢈌	346.46
𢈔	263.07
𢈙	543.01
𢈚	256.29
𢈠	483.57
𢈹	097.50
𢉙	362.36
𢉛	031.28 236.34
𢉤	421.40
𢉥	479.22 483.48
𢊄	058.13
𢊖	441.32
𢊗	505.12
𢊰	406.28
𢊿	058.14
𢋅	076.28 204.34
𢋇	149.02
𢋑	261.23
𢋒	509.37
𢌱	256.41
𢌳	057.04
𢌻	455.62
𢍁	060.30 358.16
𢍏	410.44
𢍚	359.16
𢎀	527.23
𢎘	222.27 331.50
𢎛	492.02
𢎢	276.33
𢎦	076.08
𢏏	048.37
𢏕	024.15
𢏗	372.32
𢏤	394.48
𢐀	472.22
𢐂	346.27 357.56
𢐄	410.06
𢐲	114.39
𢐸	084.27
𢑄	149.03
𢑆	143.15
𢑢	481.30
𢒔	463.17 463.47
𢒞	401.62
𢒫	216.37
𢓀	527.31
𢓈	395.05
𢓕	218.32
𢓜	512.10
𢓠	109.22
𢓡	051.31
𢓪	253.29
𢓬	095.46
𢓱	037.05
𢓴	388.41
𢔀	216.30
𢔅	023.09
𢔋	038.15
𢔌	244.45
𢔟	322.02
𢔠	520.07
𢔡	095.38
𢔢	077.06
𢔥	476.44
𢔭	088.35
𢕒	436.45
𢕕	331.25
𢕘	097.42
𢕚	528.71
𢕬	534.09 535.07
𢕮	384.34 422.21
𢖊	195.19
𢖒	202.36
𢖔	416.02
𢖦	504.17
𢖫	361.09
𢖳	074.27
𢖶	239.03 345.26
𢖺	527.21
𢗊	385.29
𢗋	107.14 193.17
𢗒	240.13
𢗿	485.21
𢘁	226.12
𢘇	401.15
𢘉	544.28
𢘌	184.38
𢘍	472.26
𢘎	294.05
𢘐	023.04
𢘽	378.06 379.23
𢘿	162.20
𢙣	507.31
𢙱	342.17
𢙼	320.25
𢚃	499.31
𢚿	283.18
𢛁	483.16
𢛃	211.03 323.33
𢛆	133.44
𢛈	226.44
𢛎	496.09
𢛓	130.12
𢛢	202.13
𢜩	227.27 336.39
𢜫	319.10
𢜬	504.31
𢜭	510.41 510.49
𢜮	073.13 262.02 264.29
𢜰	443.43 444.19
𢜳	377.17
𢜽	055.18 249.24
𢝁	189.37
𢝃	377.28
𢝆	238.18
𢝇	512.30
𢝰	236.24
𢞎	271.02 386.08
𢞏	026.15
𢞐	380.34
𢞒	522.53 523.05
𢞖	371.41
𢞗	058.31
𢞝	390.11
𢞡	240.24
𢞣	456.38
𢞦	078.22
𢟢	046.25
𢟤	062.04 357.12
𢟪	361.28 390.37
𢟮	286.20
𢟰	385.43
𢠜	480.28
𢠳	495.53
𢠵	311.48
𢠶	405.30
𢠽	313.32
𢡍	515.20
𢡹	239.07
𢢗	466.51
𢢜	545.23
𢢝	351.08
𢢞	373.17
𢣏	380.15
𢣐	104.32
𢣑	294.50
𢣒	116.28
𢣔	140.03
𢣗	306.36
𢣘	356.08
𢣙	432.34
𢣻	070.16
𢤁	418.48
𢤆	378.68
𢤇	374.60
𢤋	525.51
𢤑	530.18
𢤤	345.41
𢤦	236.02
𢤬	278.42
𢤱	237.19
𢥎	091.22
𢥗	046.26
𢥘	092.33
𢥞	032.43
𢥠	039.51
𢦅	237.23
𢦒	100.32
𢦚	309.21
𢦜	227.38
𢦟	222.59
𢦦	025.32
𢦩	191.28
𢦭	527.20
𢦵	211.37
𢧀	123.07
𢧤	468.30
𢧧	531.02
𢧨	278.06
𢧳	035.34
𢧴	158.19
𢧵	494.35
𢧻	491.20
𢨔	337.43
𢨛	044.44
𢨪	253.21
𢨸	366.38
𢩭	282.19
𢪃	482.30
𢪇	175.31
𢪍	470.43 500.40
𢪎	164.22
𢪒	239.16
𢫦	510.10
𢫨	238.14 345.29
𢫯	530.33
𢫷	307.03
𢬟	208.46
𢬳	450.11
𢬴	540.42 542.43
𢭃	285.20
𢭆	206.02
𢮁	259.08 362.48
𢮂	133.22 133.47
𢮇	274.37
𢮛	411.56
𢮟	490.15
𢯩	528.45 528.68
𢯮	476.40
𢯱	208.28
𢯴	300.13
𢯷	255.35
𢯸	486.55
𢯻	293.25
𢯼	276.38 392.33
𢯽	420.55
𢯾	417.56
𢰂	371.07 372.08
𢰇	094.28
𢱈	421.36
𢱡	306.09
𢱢	507.57
𢲵	418.28
𢲸	265.15
𢲼	493.34
𢳁	273.33
𢳄	411.23
𢳋	245.09
𢳚	115.44
𢴄	537.15
𢴧	353.27
𢴩	473.01
𢴮	071.30
𢴲	494.05 495.48
𢴵	443.35
𢵈	291.47
𢶀	096.01
𢶃	114.14
𢶆	479.33
𢶇	193.11
𢶉	515.66
𢶋	493.51
𢶍	537.61 537.69
𢶒	382.08
𢶜	238.03
𢶡	413.10 522.60
𢷎	385.54
𢷏	465.56
𢷐	353.02
𢷒	479.35
𢷕	465.52
𢷖	285.22
𢷘	291.45
𢷶	203.32
𢷾	516.09
𢸁	239.18
𢸣	296.43
𢸧	228.25
𢹍	044.38
𢹎	297.31
𢹕	289.07
𢹖	513.41
𢹰	297.38
𢺃	289.05
𢺡	466.45
𢺰	196.45 432.37
𢺵	348.31
𢺷	044.01
𢺻	078.01
𢻃	346.26
𢻚	044.16
𢻢	299.23
𢻥	158.56
𢻫	047.43
𢻬	262.26
𢻹	250.04 250.10
𢼂	415.18
𢼋	044.02
𢼛	512.20 513.01
𢼟	313.07
𢼣	488.20
𢼸	063.31
𢼹	086.36
𢽚	450.18 465.29
𢽝	230.40
𢽣	230.44
𢽤	332.24
𢽻	300.18
𢾁	064.14
𢾅	265.04
𢾇	528.39
𢾊	189.45
𢾎	278.13
𢾐	301.10
𢾫	250.28
𢾮	032.44
𢿏	153.45
𢿜	404.20
𢿢	403.41
𢿣	146.44 154.02 523.04
𢿥	420.34
𢿦	189.46
𢿨	284.07 402.13
𢿻	130.11
𢿿	413.27
𣀃	225.39
𣀒	344.02
𣀓	206.26
𣀔	398.27 398.55
𣀕	386.47
𣀣	476.31
𣀤	384.39
𣀮	174.29
𣀳	539.52
𣀶	126.25
𣀷	045.43 268.25
𣁗	401.01
𣁟	061.59
𣁳	486.40 486.46 488.45
𣁴	543.16
𣂁	144.21
𣂆	182.20 185.11
𣂉	521.51
𣂞	304.38
𣃈	504.13
𣃍	376.02 376.39
𣃘	040.21 200.14 295.10
𣃦	475.06
𣃧	336.26
𣃰	335.14
𣄉	335.18 540.66
𣄝	443.51
𣄠	149.41
𣄧	055.42
𣄲	242.06
𣄴	172.13
𣄵	424.48
𣄸	307.16
𣅔	528.44
𣅕	471.52
𣅦	528.47
𣆖	181.09 315.28
𣆩	514.31
𣇗	103.11
𣇩	421.45
𣈡	268.34
𣉘	390.52 530.45
𣉻	348.13
𣊓	542.08
𣊟	442.38
𣊡	289.25 536.36
𣋋	147.13
𣋞	380.12
𣋟	306.35
𣋤	393.34
𣋲	539.05
𣌍	539.47
𣌏	529.11
𣌾	392.30
𣍆	063.05 197.07
𣍘	158.28
𣍦	426.37
𣎅	378.28
𣎛	473.28
𣎜	432.51
𣎲	314.22
𣎴	484.17
𣎵	384.22 394.24
𣎼	303.17
𣏔	399.19
𣏚	045.32
𣏜	140.08
𣏞	202.25
𣏟	384.19
𣐈	253.20
𣐉	353.34
𣐊	455.24
𣐋	478.13
𣐑	046.33
𣐵	058.54
𣐾	156.06
𣑍	309.27
𣑭	405.17 510.57 514.38
𣓀	109.01 280.03
𣓁	123.26
𣓅	336.43
𣓈	310.39
𣓌	155.26 302.55
𣓓	106.56
𣓗	481.27
𣔱	157.11
𣔳	505.54
𣔴	205.18
𣔺	418.01 460.42
𣔻	481.04
𣔾	350.29
𣕁	089.44 090.04
𣕄	198.18
𣕇	416.26
𣕍	278.03
𣕏	293.37
𣖄	150.48
𣖅	088.10
𣖬	478.49
𣖹	072.06
𣖾	352.08
𣗻	468.28
𣘖	115.45
𣘘	109.23
𣘟	170.02
𣘢	158.23
𣘤	489.02
𣘥	374.23
𣘧	078.20
𣘨	305.06
𣘪	155.50
𣘫	155.04
𣘻	082.53 168.32
𣙿	359.36
𣚃	491.50
𣚊	061.02
𣚍	526.27
𣚏	074.33
𣚓	409.40
𣚕	540.68
𣚙	133.08
𣛒	374.50
𣛗	505.36
𣛱	330.34
𣛺	469.02
𣜄	163.21
𣜣	219.04
𣜤	162.27
𣜨	410.47
𣝂	116.29
𣝉	388.22
𣝋	535.19
𣝏	417.32
𣝑	363.23
𣝒	308.40
𣝕	133.12
𣝗	482.45
𣝞	152.35
𣞈	150.03
𣞐	308.29
𣞑	188.09
𣞒	078.36
𣞖	382.55
𣞙	313.40
𣞟	104.17 275.24
𣞤	262.09
𣞰	407.61
𣞵	329.18
𣟄	505.55
𣟉	386.21
𣟌	374.56
𣟳	141.13
𣟼	150.47 205.32
𣟽	418.09
𣠏	214.17
𣠚	203.29
𣠞	539.54 540.12
𣠟	220.31
𣠯	127.35
𣠺	540.24
𣠼	301.36
𣡌	484.15
𣡖	386.12
𣡞	225.17
𣡠	140.11
𣡶	225.10
𣡷	469.51
𣢂	058.40
𣢆	361.05
𣢉	169.51
𣢑	062.38
𣢗	545.11
𣢘	103.05
𣢜	215.40 328.02 458.18
𣢝	431.35
𣢠	471.48
𣢩	545.29
𣢫	313.08
𣢰	457.23
𣢲	231.40
𣢺	223.12
𣣉	524.18
𣣋	199.13
𣣌	354.09 354.17
𣣏	120.17
𣣠	437.42
𣣢	041.46
𣣲	545.28
𣣳	148.28
𣣸	324.11
𣣹	536.34 537.43
𣤇	466.32
𣤊	536.01
𣤋	440.02
𣤌	387.03
𣤖	371.44
𣤦	413.50
𣤩	524.27
𣤴	044.43
𣤵	319.01
𣤶	457.20 459.35 535.60
𣥂	483.32
𣥦	120.28
𣥹	455.44
𣦢	519.46
𣦻	122.35
𣧂	371.33
𣧍	482.19
𣧎	374.07
𣧑	035.42
𣧖	500.41
𣧡	500.20
𣧩	025.03
𣧳	505.41
𣧺	127.22
𣧻	402.31
𣨍	449.38
𣨐	085.05
𣨙	042.15 349.13
𣨛	473.55 482.29
𣨶	391.39
𣩄	536.13
𣩈	160.15 165.32
𣩎	505.11
𣩒	157.54
𣩟	434.03
𣩠	346.38
𣩡	382.37
𣩱	380.14
𣪊	466.26
𣪌	214.31
𣪏	332.23
𣪠	522.61
𣪻	460.55
𣫌	439.02
𣫎	450.29
𣫐	206.25
𣫓	450.07
𣫞	508.15
𣫣	033.41
𣫴	092.35
𣬈	052.06
𣬎	492.44
𣬕	308.31
𣬜	450.09
𣬩	112.05
𣬪	381.18
𣬬	535.06
𣬸	145.16
𣬹	196.54
𣭝	534.35
𣭠	072.04
𣭲	238.09
𣭷	480.27
𣮉	062.02 100.12
𣮊	528.70
𣮐	519.27
𣮧	313.47
𣮫	166.45
𣯅	379.12
𣯉	541.46
𣯍	278.21
𣯨	037.18
𣯩	117.29
𣯻	111.19
𣯼	463.39
𣰊	039.13
𣱐	353.09 394.20
𣱓	415.15
𣱦	110.35
𣲒	524.48
𣲵	240.33
𣲷	533.65
𣲿	152.44
𣳤	445.20
𣳦	372.30
𣳩	052.39
𣳪	357.42
𣴞	400.01
𣴣	426.06
𣴵	388.18
𣵹	319.14
𣵻	304.24
𣵼	401.32
𣶏	538.39
𣷾	248.21
𣸃	474.12
𣸆	246.04
𣸈	208.32 324.31
𣸍	486.60
𣸎	386.22
𣹟	342.08
𣹠	115.17
𣹢	222.18
𣹩	545.34
𣹪	156.10
𣹬	449.56
𣹮	374.17
𣹲	088.09
𣹵	546.27
𣺬	181.12
𣻐	069.01
𣻑	489.39
𣻒	190.25
𣻛	040.30
𣻜	078.18
𣻣	538.51
𣻥	078.21
𣽅	485.54 486.19
𣽍	353.55
𣽒	496.38
𣽤	515.53
𣿂	242.30
𣿆	078.11
𣿊	407.59
𣿐	530.12
𣿒	273.24
𣿓	273.25
𤀨	438.38
𤀷	356.07
𤁡	442.21
𤁢	485.51 492.06 516.42
𤁪	490.42
𤁫	490.49
𤁰	512.43
𤁳	544.35
𤁵	070.10
𤁸	296.11
𤁹	515.01
𤂳	376.06 411.30
𤂿	411.31
𤃀	374.41
𤃨	442.31
𤃪	044.36
𤃫	201.52
𤃭	299.17
𤃱	057.10
𤃴	486.38
𤃶	202.20 434.18
𤃷	329.40 330.43
𤄎	524.14
𤄒	287.31
𤄕	068.07
𤄜	114.50
𤄫	114.49
𤄶	501.10
𤄷	161.01
𤄺	136.15
𤅢	501.09
𤅣	117.26
𤅩	401.56
𤅸	225.22 443.37
𤆎	100.27
𤆝	466.15
𤇯	120.31
𤈥	522.49
𤈦	255.38
𤈧	515.10
𤈪	386.29
𤉐	464.37
𤊯	283.05
𤊸	475.31
𤊽	414.37
𤊾	495.11
𤌉	301.03
𤌍	460.20
𤌎	392.60
𤌏	237.07
𤍐	144.15 147.41
𤍙	228.20
𤍞	540.49
𤎟	134.08
𤎡	443.15
𤎢	227.50
𤎥	226.40 332.38
𤎩	350.31
𤎭	328.30
𤎱	050.24 293.11
𤏶	158.41
𤏻	542.27
𤐧	528.55
𤐨	290.29
𤐫	151.14
𤐰	509.32
𤑕	396.17
𤑹	517.34
𤑿	292.29
𤒀	501.24
𤒻	537.52
𤓉	137.31
𤓪	147.53
𤓫	350.30
𤓯	311.29
𤓷	166.30
𤔌	397.17
𤔔	403.42
𤔣	418.24
𤕟	069.23
𤕦	187.35
𤕷	296.50
𤕺	470.22
𤖟	513.51
𤖱	163.45
𤖴	511.47
𤖻	151.40 349.01
𤖼	511.58
𤗁	463.28
𤗇	342.35
𤗈	542.31
𤗍	281.36
𤗎	335.16
𤗏	098.19 100.40
𤗚	528.32 528.57
𤗛	407.62
𤗨	542.05
𤗬	077.44
𤗯	097.59
𤗴	097.37
𤘌	044.54
𤘘	327.34
𤘟	161.08
𤘡	440.47
𤘣	217.40
𤘸	156.27
𤘻	238.12
𤘽	327.05
𤘾	189.20
𤙒	541.20
𤙛	082.37
𤙞	270.19
𤙠	216.07
𤙡	193.23
𤙰	529.44
𤚩	104.21
𤚫	178.28
𤚼	439.31
𤛊	536.03
𤛋	178.29
𤛎	247.18 277.03
𤛐	366.33
𤛑	035.07
𤛹	461.04
𤛾	297.35
𤛿	087.05
𤜂	375.28 377.07 391.43
𤜄	095.07
𤜑	043.29
𤜖	056.05
𤜝	248.01
𤜡	096.37
𤜢	392.12
𤜣	241.09 246.20
𤜤	510.16
𤜯	543.53
𤜵	405.06 406.02 408.16
𤜹	076.42
𤜼	136.42
𤜾	510.46
𤝕	325.27
𤝞	474.33
𤝡	424.06
𤝰	534.50
𤝱	495.34
𤝹	077.25
𤝻	041.34
𤞚	146.62
𤞛	176.43
𤞞	449.43 462.34
𤟄	040.07
𤟍	515.32
𤟟	230.06 445.14
𤟣	190.38
𤟤	063.50 116.14
𤟧	252.30
𤟩	449.16
𤟭	502.45
𤠍	126.48
𤠎	527.44
𤠑	203.21
𤠙	166.48
𤠾	076.01
𤡁	127.02
𤡥	129.41 286.52
𤡧	385.38
𤡬	355.33
𤡮	137.25
𤢍	246.16
𤢔	479.27
𤢘	369.25
𤢹	249.21
𤢻	377.19
𤣅	466.33
𤣆	101.30 130.23 139.12
𤣔	290.22
𤣘	196.02
𤣜	158.46
𤣠	147.23
𤣤	196.39
𤣻	479.44
𤤐	369.21
𤤴	464.07
𤤶	037.50
𤤺	377.53
𤦃	100.05
𤧚	031.21
𤨕	529.22
𤩂	155.47
𤩄	411.43
𤩅	141.07
𤩭	417.03
𤪌	060.21
𤪍	490.08
𤪎	205.09 324.14
𤪢	521.15
𤪿	097.03
𤫉	542.26
𤫊	195.27
𤫕	158.50
𤫣	292.41
𤫭	119.34
𤫱	215.06
𤫲	196.03
𤫶	488.09
𤬂	460.06
𤬃	098.31
𤬏	213.30
𤬐	194.01
𤬓	336.08
𤬖	148.22 148.45
𤬝	398.57
𤬪	223.06 265.02
𤬯	445.06
𤬵	371.09
𤬷	491.08
𤬾	306.13
𤭁	023.27
𤭏	510.40 520.04
𤭓	194.12
𤭙	222.20
𤭛	180.23
𤭞	119.05
𤭢	389.11
𤭧	094.24
𤮇	035.16
𤮊	180.45
𤮏	184.36
𤮚	097.22
𤮜	409.23
𤮧	084.29
𤮨	030.23
𤮪	395.17
𤮭	445.41
𤮰	092.50
𤮼	389.44
𤯎	223.04 224.05 224.47
𤯷	181.42
𤰇	351.52
𤰈	351.53
𤰝	290.02
𤰟	315.39
𤰩	068.06
𤰫	039.30
𤰮	374.06
𤱍	043.15
𤱣	221.34
𤱨	038.06
𤱩	296.51
𤱹	320.09
𤱽	078.19
𤲍	543.03
𤲑	257.24
𤲒	198.02
𤲓	100.21
𤲖	288.27
𤲙	282.23
𤲫	285.27
𤲬	140.43 294.09 410.11 420.48
𤲰	530.06
𤲸	456.46
𤳈	173.05
𤳉	401.52
𤳐	362.37
𤳕	456.02
𤳖	127.15
𤳤	091.41
𤳯	362.33
𤴘	539.40
𤴟	377.36
𤴨	434.28
𤴯	402.42
𤴰	481.45
𤴱	368.15
𤴼	545.44
𤵝	325.28
𤵸	039.42
𤵺	378.02
𤵼	425.09
𤵽	383.15
𤵾	169.27
𤶗	271.32
𤶘	481.33
𤶚	494.31
𤶠	168.36 169.33
𤶡	322.11
𤷂	064.40
𤷃	290.46
𤷄	143.07
𤷇	514.61 528.22
𤷈	484.47 489.53
𤷌	276.07
𤷑	323.32
𤷚	463.12
𤷜	441.13
𤷽	502.34
𤷾	540.53
𤸁	391.38
𤸃	435.37
𤸅	105.54
𤸎	483.67
𤸑	435.50 436.46 453.39
𤸒	364.05
𤸪	377.16
𤸫	279.26 396.14
𤸬	055.40
𤸱	536.20 538.14
𤸵	369.50 370.17
𤸶	386.10
𤸷	111.24 128.43
𤹝	355.05
𤹨	412.13
𤺄	239.06
𤺉	243.33
𤺊	090.22
𤺏	127.14
𤺘	308.20
𤺺	283.44
𤺻	293.15
𤻘	279.31
𤻙	509.36
𤻱	368.06
𤻲	414.40 505.40
𤻴	202.09
𤻶	290.13
𤼌	527.27
𤼐	403.04
𤼒	246.37
𤼙	126.03 143.24
𤼠	306.47
𤼺	391.16
𤽊	270.30
𤽥	505.42
𤽺	451.23
𤽼	505.27
𤾕	371.27
𤾬	236.07
𤿊	284.34
𤿎	043.21 050.35
𤿕	277.08
𤿙	347.12 349.39
𤿚	086.05
𤿠	469.16
𤿧	400.31
𤿩	466.25
𤿫	498.34
𤿳	278.24
𥀁	265.06 265.37
𥀈	543.42
𥀍	043.27
𥀕	471.22
𥀜	062.15
𥀣	467.28
𥀰	537.07
𥀹	288.53
𥁑	470.52
𥁓	321.13 434.25
𥁔	446.16
𥁕	117.07
𥁠	143.14
𥁮	413.07
𥁰	186.15 316.39
𥁹	308.39
𥁺	330.51
𥁼	051.09
𥂁	225.09
𥂇	451.22
𥂈	085.29
𥂓	162.43 164.48
𥂔	300.15
𥂖	451.11
𥂩	266.14
𥂫	122.34
𥂸	171.22
𥃎	496.23
𥃏	374.30
𥃐	544.19
𥃔	075.11
𥃧	298.41
𥃩	146.41
𥃯	300.33
𥄃	472.18
𥄉	145.21
𥄎	479.11 500.18 520.06 528.20
𥄔	381.19 381.24
𥄗	486.50
𥄱	360.37 486.61
𥄳	535.26
𥄵	474.53
𥄶	059.39
𥅗	259.41
𥅧	492.15
𥆊	411.04
𥆌	449.44
𥆖	215.18
𥆗	143.13
𥆙	039.09
𥆛	519.41 524.23
𥆝	159.32
𥇅	287.29
𥇉	427.03
𥇔	425.27
𥇖	064.23 106.26
𥇙	531.09
𥇛	080.30
𥇜	106.37 394.37
𥈄	345.45
𥈆	417.51 457.04
𥈉	404.11
𥈌	206.05
𥈔	288.44 410.29 489.33
𥈙	483.62
𥈜	525.50
𥈟	326.48
𥈼	126.42
𥈾	493.08
𥉁	317.23 364.51
𥉅	515.25
𥉈	522.54
𥉋	202.11
𥉍	063.06
𥉏	123.24
𥉐	270.05
𥉑	456.03 508.08
𥉓	048.42 495.10
𥉔	317.27
𥉘	088.32
𥉙	054.25
𥉛	408.31
𥉨	217.25
𥉴	472.20
𥉶	451.18
𥉸	184.14
𥉺	496.12
𥉻	372.19 379.31 489.03
𥉽	180.42
𥊔	250.33
𥊬	533.38
𥊮	514.59
𥊯	494.12
𥊳	291.15
𥊴	382.38
𥊷	530.05
𥊸	529.32
𥊼	430.14
𥊽	116.37
𥋏	524.33
𥋙	537.67
𥋚	494.57
𥋝	184.20 188.16 316.50
𥋱	470.55
